	Cell 1	Cell 2	Cell 3	Cell 4	Cell 5	Cell 6	Cell 7	Cell 8	Cell 9	Cell 10	Cell 11	Cell 12	Cell 13	Cell 14	Cell 15	Cell 16	Cell 17	Cell 18	Cell 19	Cell 20	Cell 21	Cell 22	Cell 23	Cell 24	Cell 25	Cell 26	Cell 27	Cell 28	Cell 29	Cell 30	Cell 31	Cell 32	Cell 33	Cell 34	Cell 35	Cell 36	Cell 37	Cell 38	Cell 39	Cell 40	Cell 41	Cell 42	Cell 43	Cell 44	Cell 45	Cell 46	Cell 47	Cell 48	Cell 49	Cell 50	Cell 51	Cell 52	Cell 53	Cell 54	Cell 55	Cell 56	Cell 57	Cell 58	Cell 59	Cell 60	Cell 61	Cell 62	Cell 63	Cell 64	Cell 65	Cell 66	Cell 67	Cell 68	Cell 69	Cell 70	Cell 71	Cell 72	Cell 73	Cell 74	Cell 75	Cell 76	Cell 77	Cell 78	Cell 79	Cell 80	Cell 81
Casp4	2.816	0.87339	2.7353	0.47685	2.2056	2.1492	1.2496	-0.21413	3.6362	1.9091	2.7789	1.2555	0.61238	3.4947	3.1594	-0.16176	3.7612	0.24902	1.3259	2.4745	0.34471	2.9521	2.4706	0.51048	1.6103	2.6387	0.52535	2.2267	3.5369	2.8127	2.5893	2.9226	1.9018	3.1152	3.3954	3.2116	3.557	0.55222	-0.10227	3.0949	0.67522	0.61273	1.9613	3.4584	2.3868	2.6203	3.4922	1.9751	2.5516	1.5085	3.5744	2.7835	1.2554	1.4154	3.3018	1.2784	2.3942	0.43822	1.2371	3.4378	3.1014	0.61176	3.4765	1.7439	3.2905	3.8748	0.18974	0.59245	2.7881	2.5679	3.1722	2.8804	3.1775	3.9661	0.28144	1.8048	1.1624	0.68025	3.3002	2.8814	3.1377
Idua	-0.0018773	0.20248	2.3764	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	0.29084	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	0.33221	-0.0018773	2.309	0.76937	0.41206	-0.0018773	-0.0018773	0.99688	2.8464	-0.0018773	-0.0018773	-0.0018773	0.38545	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	0.17845	-0.0018773	-0.0018773	2.166	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	-0.0018773	3.8056	0.029991	-0.0018773	-0.0018773	-0.0018773	0.54681	-0.0018773	-0.0018773	-0.0018773	-0.0018773	1.7176	0.44779	0.87586	-0.0018773	-0.0018773	-0.0018773	2.4517	-0.0018773	-0.0018773	-0.0018773	-0.0018773	0.50574	-0.0018773	-0.0018773	-0.0018773	0.87154	-0.0018773
Znrf1	0.023988	0.58693	2.5566	1.1508	1.1925	0.92711	1.2086	2.1474	3.37	2.0456	1.9777	1.0348	1.8381	2.613	2.9819	1.5906	2.8612	2.1595	1.9548	2.3727	3.4146	2.553	3.2722	1.9404	0.70317	2.6161	-0.18069	2.7955	1.7176	0.441	0.48796	0.95119	2.4968	1.5918	2.1095	1.3023	2.6633	1.9362	2.3544	0.36807	2.1907	1.2371	1.8205	2.7762	0.84447	2.2001	0.77806	2.5258	2.2896	2.3811	3.5894	1.5186	1.2077	2.1969	1.2758	0.63749	0.81482	2.8809	2.2562	1.8387	2.1234	3.2645	1.165	1.2434	2.9015	3.4013	0.69393	1.9667	0.50728	2.5517	2.2719	2.8155	0.654	2.6874	2.6715	2.6466	0.95737	2.6046	2.556	2.7734	1.0166
Dph5	1.3468	1.6709	0.31558	1.326	3.3	1.6067	2.0618	-0.89382	3.8963	2.2862	3.4434	2.1301	1.9217	3.8842	2.0963	2.7	0.96227	2.6156	0.81383	3.7329	1.8376	3.1193	1.4183	2.6476	4.158	2.2503	1.6219	1.9941	1.0256	1.8351	2.4419	1.7488	1.5461	2.4662	3.4116	1.0275	1.9965	3.6111	2.4893	3.6793	2.6084	2.3755	2.145	1.8593	2.0207	3.8695	1.42	0.68009	2.332	2.3199	3.3061	2.3842	1.8769	3.2437	2.2589	2.1997	3.3271	3.2054	2.3017	2.1637	2.7919	1.9196	1.1219	0.96922	2.5161	1.1463	1.9678	2.0607	1.632	2.7813	1.0928	1.5398	2.4684	2.4529	0.68119	2.5706	2.0549	1.5987	2.2928	1.2079	1.7255
Rbfox2	0.52881	0.10986	0.30551	0.47877	0.25759	0.094381	0.033552	0.38564	-0.0041595	0.56103	0.49309	0.17756	-0.0041595	0.28856	1.2971	0.52222	1.8259	3.2557	0.33084	0.41182	0.92673	0.57857	1.1373	0.32721	1.8509	1.741	0.61848	-0.0041595	0.50017	0.18789	1.9266	1.6688	0.31543	0.566	0.58522	0.25397	0.2936	0.33704	0.57226	0.2244	0.53925	0.54375	0.57938	0.49842	0.4019	2.5264	3.4406	0.78328	0.89889	0.91952	0.75554	0.70986	0.37329	0.26826	1.0577	0.15939	0.55072	0.54204	0.3845	1.4213	1.4582	1.4469	-0.0041595	0.40099	-0.0041595	0.74046	0.79049	0.37882	0.1581	-0.0041595	0.95481	0.29887	0.28505	0.47777	0.76134	0.94033	0.098718	0.3062	-0.0041595	0.35521	0.92813
Reep4	2.1482	2.9463	1.8966	0.67864	2.3696	2.1544	1.6633	-0.84108	1.856	3.1031	-0.17895	1.3381	0.44964	0.98879	-1.1018	3.2014	1.8167	2.7131	2.7353	0.60995	2.1128	1.8837	0.094714	1.8868	1.8131	2.4494	2.1143	1.8712	2.5926	3.2416	0.32623	1.8341	0.63244	2.136	1.4512	2.915	2.5618	2.7795	2.2358	0.40628	2.3649	2.7993	2.5494	0.70648	2.0763	0.82149	2.7443	1.602	1.837	2.7226	2.9359	1.5221	0.88392	0.036398	1.489	1.6086	1.862	0.56272	2.3807	1.2218	0.55263	0.86835	3.1388	1.5585	3.2283	0.65946	1.3851	2.3829	0.3914	1.0847	0.98331	3.6923	2.3771	0.19879	0.65929	0.12816	1.6426	1.275	3.6502	0.83483	2.4724
Rfwd3	1.9267	1.2164	1.4529	2.1552	2.8905	1.3827	1.7773	2.2457	0.28881	3.0052	2.5729	1.3713	3.048	0.99788	2.5953	2.8927	0.72968	1.3965	1.4605	0.81037	2.7721	2.9586	2.581	-0.55178	1.2816	1.3492	2.1447	1.9574	3.633	2.9829	2.2894	1.5707	2.5565	1.6915	0.81183	3.4201	3.3449	3.4859	2.6053	3.2092	2.6514	1.3507	2.0742	2.4828	1.1882	2.5069	2.0929	1.3029	1.8334	0.42699	0.94706	2.3262	1.5502	1.9253	2.2033	1.931	1.2646	1.1367	0.10735	1.8249	2.0955	2.4499	1.5042	0.95877	2.9815	2.9466	2.4012	2.5302	3.4689	1.1114	1.6316	2.098	1.4595	0.50705	1.605	0.30593	1.6836	1.2175	1.0099	2.0968	2.2787
Map3k13	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	0.33427	-0.00073318	-0.00073318	-0.00073318	0.33336	-0.00073318	0.13736	-0.00073318	0.62191	-0.00073318	3.5551	-0.00073318	-0.00073318	-0.00073318	2.233	-0.00073318	-0.00073318	0.25739	0.12242	0.34047	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	0.3772	-0.00073318	0.27168	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	0.36144	-0.00073318	-0.00073318	-0.00073318	0.33159	-0.00073318	-0.00073318	0.30355	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318	-0.00073318
Pcgf3	0.28088	1.9889	-0.1243	2.956	3.1265	0.68007	0.6695	3.2166	3.5127	2.7161	2.9498	0.61143	0.7412	1.5619	-0.35988	0.45208	0.38451	0.90075	0.40845	0.19406	0.79993	1.237	0.027323	1.6038	0.78815	3.0164	1.7658	1.8243	0.069985	0.49407	2.7943	0.23706	0.32876	-0.38316	0.63953	2.391	0.54932	3.2594	1.6637	2.5594	0.27219	0.84948	0.22464	0.80098	0.33839	0.5541	2.8421	0.32659	-0.41288	0.14593	1.2407	2.4829	3.0536	0.0084509	0.946	0.72406	0.41871	1.5076	0.29692	0.67935	2.352	0.45865	0.54108	2.9127	1.7522	0.49037	0.28149	0.49362	0.40366	0.55532	2.8351	0.40827	0.087516	0.36529	0.54294	-0.066613	1.026	0.43831	0.31567	0.41269	0.77159
Pdpr	-0.0041744	-0.0041744	-0.0041744	0.47876	-0.0041744	0.094366	-0.0041744	-0.0041744	3.5677	-0.0041744	1.1403	0.40437	-0.0041744	3.7038	1.9676	0.75414	0.7151	-0.0041744	2.6036	0.31174	-0.0041744	-0.0041744	-0.0041744	-0.0041744	2.5779	-0.0041744	1.3679	0.80011	2.5877	-0.0041744	-0.0041744	1.4506	-0.0041744	2.0438	-0.0041744	-0.0041744	-0.0041744	-0.0041744	-0.0041744	0.22439	2.2306	2.2742	-0.0041744	-0.0041744	-0.0041744	0.32443	0.19903	0.35317	3.0356	-0.0041744	0.9469	1.8332	0.57274	0.26824	0.48619	0.68657	0.7392	0.98942	1.297	3.4843	-0.0041744	-0.0041744	1.6943	2.3547	-0.0041744	2.0868	-0.0041744	-0.0041744	0.15809	0.11184	-0.0041744	-0.0041744	-0.0041744	-0.0041744	0.25125	-0.0041744	-0.0041744	-0.0041744	0.12965	-0.0041744	1.1301
Pik3c3	0.0347	0.57065	-0.16256	0.28695	0.53417	0.57339	0.8701	0.7423	0.81735	3.3506	0.41792	1.1561	0.18915	2.7757	3.0848	-0.096578	1.5038	0.29838	0.50423	0.44352	-0.28617	0.43518	2.8731	-0.23222	0.3655	-0.51618	0.6634	2.1914	1.3299	2.8186	2.9627	2.0389	1.4929	1.9911	3.197	0.078807	2.9693	1.1816	2.3474	0.82161	1.102	-0.26112	2.0714	2.2364	1.8636	1.6683	0.088304	2.2238	0.35962	2.3035	3.3869	2.4651	0.21342	1.1373	2.8094	2.8778	-0.063921	0.17265	-0.11958	-0.13719	2.9005	0.36798	0.77583	3.1673	1.487	1.9428	1.829	0.19121	1.9657	0.46039	-0.41528	0.37432	-0.2647	0.082003	0.9351	1.6542	1.115	0.40911	0.41811	2.1975	1.1015
Ptplad1	0.60152	2.3248	2.7523	0.55128	2.7569	2.7404	1.9591	0.14424	2.989	2.6791	1.2051	2.0862	1.5672	1.5145	1.4501	1.1446	1.0532	0.46633	1.6092	3.2685	2.1983	3.1646	1.7224	2.5395	1.806	2.8586	2.7541	2.1091	2.198	3.8746	2.5364	1.1744	2.884	3.0585	2.1114	3.2397	1.7404	2.0732	1.4256	3.909	2.8559	2.5476	2.1285	1.7017	0.59981	0.82973	0.498	2.8046	2.5596	1.7548	-0.15425	2.5285	3.5468	3.1363	1.7976	1.4749	0.23998	0.59663	1.9796	2.8915	3.0383	0.93409	1.4877	1.1312	-0.31145	1.5414	1.9467	1.3559	2.7944	0.9992	2.8675	2.824	0.51824	2.3022	1.9548	0.34437	2.1057	3.0354	0.9361	0.86206	2.0776
AW554918	-0.0027708	-0.0027708	-0.0027708	-0.0027708	0.25898	-0.0027708	-0.0027708	-0.0027708	-0.0027708	-0.0027708	0.49448	0.097467	-0.0027708	-0.0027708	-0.0027708	-0.0027708	0.31017	2.2189	-0.0027708	0.41321	-0.0027708	-0.0027708	-0.0027708	-0.0027708	0.50958	-0.0027708	2.6426	-0.0027708	-0.0027708	0.10372	2.8039	0.13939	0.41759	3.0722	1.0445	0.87433	-0.0027708	2.5282	-0.0027708	-0.0027708	1.2669	-0.0027708	-0.0027708	-0.0027708	-0.0027708	0.19172	-0.0027708	1.8804	2.2503	-0.0027708	1.4211	-0.0027708	-0.0027708	-0.0027708	-0.0027708	-0.0027708	0.78888	-0.0027708	2.4759	2.9829	-0.0027708	0.12578	-0.0027708	-0.0027708	3.6066	0.27751	-0.0027708	0.12855	-0.0027708	-0.0027708	-0.0027708	-0.0027708	-0.0027708	-0.0027708	0.4128	0.32094	0.10011	-0.0027708	-0.0027708	-0.0027708	-0.0027708
Vps8	1.9326	0.41558	2.2769	1.4301	1.1213	0.47827	0.6321	0.34593	0.55167	-0.083696	-0.057236	1.2687	2.5501	2.3025	-0.32109	3.7196	0.55353	3.0766	1.2419	2.2317	-0.1957	1.4789	1.6334	0.35807	0.24055	1.5829	2.3448	1.575	0.72734	2.4191	2.0704	1.9971	3.4384	3.2336	0.74304	2.737	1.0606	0.25268	2.0585	1.905	0.53551	1.9765	0.86337	2.1522	0.69205	2.0964	0.63469	2.2312	2.1824	-0.22108	1.4592	0.75065	1.4811	1.5438	2.696	0.73615	2.8237	2.3094	0.64467	0.68846	2.1973	0.42317	1.0397	0.84241	3.4166	0.18249	1.8889	0.74629	1.0705	2.3276	0.7757	0.72671	1.8452	1.9517	2.8043	1.023	0.9225	0.58011	3.8497	0.38661	3.1316
Ddx19b	0.68813	1.6213	2.6372	3.4865	0.4108	1.2665	1.6641	2.6013	1.0569	0.23439	2.2899	1.7469	1.1799	2.604	2.1756	1.6313	2.1768	3.0319	0.49049	3.5865	2.865	0.77829	3.906	2.8349	1.6011	1.7601	2.5965	1.9432	1.2486	1.4273	2.3944	2.0436	2.5724	2.3581	2.1053	2.2428	2.1072	0.80351	2.2951	2.406	0.4109	1.3163	2.0121	2.3399	1.3249	2.7568	0.96933	0.47724	1.5684	1.0411	2.931	1.9602	0.95732	1.1764	2.6719	1.4435	3.0389	2.631	2.0986	3.46	2.6074	1.337	1.8184	2.2255	-0.28974	1.3648	1.2979	0.92486	2.2726	0.81908	1.9278	2.5777	2.1482	3.0012	1.9706	0.66496	1.3452	1.2645	3.5574	2.5101	1.9289
Zfp7	0.29426	0.47465	-0.16535	0.29927	0.25579	0.59533	1.1077	3.1009	2.7981	-0.12018	-0.079326	1.1148	0.79719	0.76597	1.4542	-0.097152	0.10185	1.8221	0.5019	0.99289	0.16519	0.82855	0.87529	-0.23735	0.38045	-0.53085	0.20353	0.37963	0.83193	0.4162	3.1599	0.6628	0.38409	1.6676	-0.25771	0.34225	1.3142	0.89848	1.1554	0.17903	1.0084	1.1973	0.98632	1.4965	0.55502	0.36651	1.7195	1.2374	1.9641	0.82413	0.32947	-0.3328	0.22326	0.74667	1.0059	0.70981	0.15278	0.18113	0.60793	-0.13913	2.1586	0.38302	0.34895	0.14954	-0.1667	0.95735	0.4224	0.84078	0.17247	0.47854	2.9683	0.75998	2.8029	0.79296	0.59353	0.73048	1.1837	3.7369	0.75381	0.27303	0.17651
Ucp2	3.1945	4.0144	3.4668	2.9597	1.2031	2.5593	3.6702	3.4581	3.125	3.9089	3.9632	2.2322	4.4008	4.3205	3.5613	3.8629	4.3465	3.5404	3.6502	3.7877	3.6977	3.573	3.8998	3.5154	4.1511	3.2652	3.9747	3.346	2.9978	4.2196	3.2044	3.6755	4.0002	3.3815	3.6658	3.5708	4.1007	3.0923	3.1622	4.3609	3.4793	3.953	3.4147	3.8394	3.4263	3.5603	3.746	3.6808	3.3724	3.7091	4.1377	3.5267	4.2362	3.7715	3.2252	1.4004	3.6954	4.1529	3.8062	3.7313	3.8091	3.2818	3.9318	4.0612	4.0061	3.4243	3.3334	3.5041	4.054	3.3216	3.6794	3.7618	3.3	4.3922	4.4982	3.0452	2.4558	3.8924	4.7134	4.331	3.4372
Smyd5	0.6092	3.8059	2.0316	2.7156	1.0582	1.319	1.7191	2.821	1.7197	0.48768	3.1425	2.0722	1.6824	2.6842	2.1986	3.429	1.3456	0.70621	0.74869	1.1156	3.3411	1.6901	3.5233	0.6076	1.1769	1.7855	0.90581	0.57261	2.0384	1.3977	2.0085	1.8012	3.9165	2.4901	3.0444	1.5504	2.0315	1.4702	2.0686	2.2154	3.0309	2.9618	2.9493	3.2485	2.112	1.6847	2.695	0.76056	2.781	1.9833	3.0555	2.4583	3.2788	2.9245	2.1561	1.8962	1.4722	1.3987	2.3286	3.3289	3.0905	1.3797	2.2128	1.6317	0.74556	1.2612	2.5299	2.3553	1.246	1.3282	2.3921	2.8996	2.1855	3.2366	1.9824	3.1667	2.5583	1.9054	1.8083	4.3555	0.7543
2610301G19Rik	2.6452	1.1428	-0.046367	0.64927	3.367	1.5953	1.6623	2.7527	0.27105	0.47932	-0.16991	1.3794	0.72891	0.84799	1.3608	2.7906	0.71552	2.6728	1.0202	0.99963	2.1722	2.0698	3.4551	0.0058153	0.96302	1.5513	-0.039593	-0.11283	0.45535	1.0088	2.206	1.3246	3.0403	2.4643	1.0957	1.6815	0.97248	0.066761	2.2048	0.76697	2.6235	3.1232	-0.06915	3.342	3.028	0.56843	3.2132	2.3497	1.1525	1.7105	3.0113	0.45759	2.4103	0.3082	-0.54733	1.8532	0.69966	0.98894	1.794	2.3272	2.5213	0.95903	1.0372	1.7395	-0.35898	0.63095	2.0073	2.2662	0.53716	1.0372	0.99778	2.3594	0.096724	2.9291	3.5814	0.32184	1.57	1.0519	1.0764	0.59249	0.90834
Foxn3	2.2395	3.0084	2.0589	3.7392	3.9503	1.5648	1.8634	2.5084	3.617	1.2735	1.5906	1.4363	3.3904	3.2384	3.2034	2.1917	3.6154	1.929	2.2806	2.1796	2.8815	1.3487	2.6382	3.2153	2.7496	2.5489	2.9206	3.1157	1.878	2.9359	2.4425	3.1982	3.3735	2.9547	1.5606	2.3898	2.4463	3.4653	1.7805	1.2206	2.2154	1.258	2.937	1.8972	2.2385	0.91488	2.9593	1.7131	2.4398	1.1163	3.3363	1.9219	2.3888	2.1275	3.1852	1.4048	1.5556	3.7101	3.1253	3.1961	1.684	1.6498	3.0796	2.9548	1.193	2.1183	2.5845	1.9611	2.6887	2.8974	2.4249	1.149	1.792	2.3059	2.4039	3.296	1.4204	2.9407	3.3368	1.8667	0.74993
Vav3	0.022775	0.6543	0.19758	0.50027	1.4376	1.9306	0.55521	2.9722	1.3618	0.19404	2.2745	0.48805	0.97095	0.11339	1.7159	0.27109	2.7343	0.87235	0.41965	0.36108	-0.1966	0.28022	2.9595	1.8259	0.4918	0.41739	0.27204	-0.28361	0.85099	0.27259	-0.45465	2.7877	3.0176	3.0004	0.21414	0.05293	0.35021	0.4433	0.29718	0.11571	3.1131	1.827	2.7192	2.871	2.6775	0.75488	2.6253	2.0164	-0.37249	-0.22252	1.5727	2.6875	0.14496	0.28011	1.2481	0.4668	-0.044652	0.11709	1.7254	1.2865	-0.24122	0.25064	0.54193	0.50135	-0.11299	0.46992	-0.24894	0.31443	2.2386	0.31382	3.3565	1.7832	1.03	0.055115	0.115	0.26367	0.47672	0.40822	0.28491	0.17788	1.5467
Lrrc14	0.047862	0.7869	0.10757	0.36752	0.41761	0.73048	0.97289	0.697	0.15321	-0.14672	-0.096639	0.97481	2.4658	0.21581	3.0408	2.9991	0.43842	0.98661	-0.18477	3.7738	-0.35875	2.8288	0.051476	0.040996	3.2821	0.12104	0.1566	-0.52001	0.12282	0.51087	1.8036	0.40224	1.0125	1.7746	1.1424	0.10375	0.4265	-0.15587	-0.51191	0.2201	0.095591	1.2082	1.9972	0.45808	2.1197	0.406	0.30447	-0.36997	1.87	3.1401	-0.099673	2.7056	0.27433	0.81663	2.4979	0.87084	2.3255	0.22267	2.9264	-0.16996	2.4557	0.53918	-0.007565	1.6922	-0.20376	0.35714	0.55194	0.24619	0.37432	0.5873	0.57763	0.70155	2.1333	0.1078	1.1355	0.21808	0.88923	1.5702	0.66754	1.4156	-0.098724
Sf3b3	3.1474	3.2071	3.1941	1.1806	2.6504	1.5464	1.8165	3.3814	3.6332	1.6885	1.5485	2.2407	1.8393	1.1656	1.8395	2.1209	4.0152	2.6845	2.8262	1.4159	2.552	2.5675	3.6824	2.6073	3.4242	2.1974	0.45766	2.8434	3.0276	1.6165	2.1072	1.9566	0.37177	2.6705	2.7599	1.354	2.1997	3.4661	2.8534	4.0931	1.2995	2.6889	3.2926	1.7898	1.9241	2.7523	2.692	1.5977	2.4569	1.7856	3.5538	2.5763	2.9391	2.6602	1.3137	2.8867	2.4653	2.5867	2.8733	3.1914	3.2448	3.1933	3.4678	2.6354	1.9216	2.4133	2.564	2.6226	3.5728	2.0125	1.2695	2.6289	3.021	2.9018	1.2094	3.3006	2.1387	2.773	3.7288	1.6666	2.7988
Rbm4b	-0.004885	-0.004885	0.78934	0.60412	-0.004885	0.093655	0.032827	0.38491	-0.004885	0.27136	0.86741	0.095353	-0.004885	1.6385	-0.004885	0.33319	-0.004885	0.76237	-0.004885	-0.004885	2.5475	0.37717	-0.004885	0.32649	0.13321	1.0302	0.61776	1.6931	2.763	0.18717	2.2773	0.24437	0.1835	-0.004885	0.82665	0.41442	-0.004885	2.3589	2.9093	0.99839	1.2648	-0.004885	0.81993	0.26709	0.65969	2.6448	2.2357	0.35246	-0.004885	0.38773	3.1129	2.2289	0.57202	0.55435	1.4814	0.026983	2.3284	-0.004885	0.38377	-0.004885	3.4928	0.72183	0.67779	2.7359	0.67276	3.1315	0.78976	0.17976	0.36829	0.20272	0.8261	0.12089	2.4171	-0.004885	0.25054	0.31882	0.097993	0.30547	0.12894	0.21074	0.85796
D930015E06Rik	1.8448	1.0406	2.406	0.52743	3.6282	1.4059	1.3652	-0.65371	0.21969	3.0932	0.35815	1.1402	0.34946	0.60231	1.4007	2.0656	3.4485	2.5039	0.5696	0.9714	2.385	-0.26323	0.40769	-0.4173	0.67036	-0.93402	-0.36986	0.95095	0.17606	0.83979	1.3165	2.0137	2.2116	1.9919	2.4733	2.4384	0.61213	0.43792	1.5383	4.0498	2.1804	1.2489	1.9439	1.3119	2.9291	2.7713	1.7758	1.7885	0.42547	1.4216	2.3028	2.9083	0.77108	2.5599	1.2281	1.3657	0.10513	0.47113	0.17632	1.9779	2.7086	0.67488	1.2946	0.26383	0.52986	1.8384	-0.29261	2.2835	1.6486	0.84304	2.1315	0.68641	-0.18719	0.45877	0.31388	1.9221	1.2766	0.74973	1.7545	0.48124	1.8387
Exoc6b	1.3028	0.59019	-0.13949	0.24188	1.3942	1.5065	0.76126	2.2168	0.57531	0.46278	2.3534	0.73121	0.45728	0.14031	-0.40327	2.6247	0.57325	1.396	0.20712	0.63296	-0.24436	1.1306	0.55148	0.75879	1.5828	0.8775	0.23746	1.2953	0.91507	1.2255	1.5416	1.0751	0.78748	1.7487	2.0921	0.32341	2.5205	2.9156	2.1685	1.7929	0.47427	1.5915	0.57719	2.8807	0.80253	0.46603	3.2812	2.4646	0.44043	2.4726	3.3377	3.119	1.3119	0.66262	1.8791	0.78566	3.5054	2.4525	0.28563	1.4497	0.51686	0.79822	-0.0092452	2.1521	0.87798	0.68459	2.0923	1.3929	0.41811	1.6301	1.7106	1.4021	2.3315	0.067995	1.2028	1.0101	1.2929	0.83551	0.58929	1.1945	2.3362
Rpap2	2.2698	0.62229	-0.21818	3.2707	-0.0088688	1.3904	0.96285	2.6975	3.5554	-0.15886	-0.10521	0.77429	0.25921	2.2551	1.72	1.1468	2.1944	0.7716	1.8786	0.35215	2.0161	0.18424	2.3285	3.096	0.63668	-0.69817	0.81037	2.2841	0.3678	2.3529	1.4712	2.5438	0.75818	2.8931	0.047848	1.82	2.9517	0.17255	2.5335	1.5333	0.84367	-0.35196	1.0834	1.6891	0.047039	0.55348	-0.15348	-0.04065	2.1262	1.9676	3.2646	2.1902	2.2459	1.3657	3.0178	0.93111	0.38398	0.23682	1.5079	2.9848	1.9886	0.57094	0.34582	0.19534	-0.21996	2.102	0.38786	0.26202	2.2624	0.74341	1.2539	0.51056	0.66583	1.5231	0.23268	-0.11484	0.95081	0.55779	0.57	0.35752	1.0124
Asb13	2.196	0.26742	-0.097219	0.16749	-0.0064113	0.33617	0.41516	-0.21475	3.3518	0.20476	3.3034	0.4336	0.10989	0.096994	3.2603	2.1897	1.9054	1.2047	-0.089165	0.56619	0.50703	1.9126	2.7695	0.37941	0.21374	1.1047	-0.12289	-0.24496	0.05378	0.74345	2.3348	0.32579	0.10849	2.1562	2.0336	3.3284	0.1949	-0.075733	0.33523	0.58793	1.3491	1.6925	1.8471	0.24	-0.11561	0.60903	1.8696	-0.17523	-0.32151	-0.19234	0.56971	0.83999	1.7868	0.0059549	2.4208	1.3476	1.1277	1.0747	-0.071912	0.4664	3.329	0.91263	-0.0068148	1.5219	2.5166	2.6922	0.34236	0.11111	1.9725	0.38565	0.086279	1.2254	1.5504	0.35108	0.098381	2.6666	0.59603	0.23943	0.24473	0.51191	-0.21301
Atp7a	-0.0042181	0.1098	-0.0042181	2.6291	0.42009	-0.0042181	-0.0042181	2.7354	0.4727	0.27203	1.0669	0.1775	-0.0042181	-0.0042181	-0.0042181	-0.0042181	2.5431	-0.0042181	-0.0042181	-0.0042181	-0.0042181	0.37783	-0.0042181	0.32715	-0.0042181	-0.0042181	-0.0042181	0.80006	0.3869	0.10228	2.5674	0.24504	0.31537	-0.0042181	0.38311	1.2567	2.6233	0.33698	-0.0042181	0.22435	2.0579	-0.0042181	2.2078	0.26776	0.17611	0.19027	-0.0042181	-0.0042181	0.89883	1.1522	-0.0042181	-0.0042181	2.2288	0.2682	1.6336	0.02765	2.3576	3.8238	2.5877	3.6008	3.0113	0.12433	-0.0042181	-0.0042181	0.45458	0.27606	1.3127	0.70183	-0.0042181	-0.0042181	-0.0042181	0.60177	3.0295	0.90691	0.25121	0.31949	-0.0042181	-0.0042181	0.12961	-0.0042181	-0.0042181
Atp6v1h	0.33783	1.0291	-0.36063	1.2573	0.24722	1.2912	1.806	3.1732	3.001	2.9049	2.8159	1.5902	0.72714	0.84604	2.2533	3.5526	1.9573	2.6464	0.0050671	4.0934	-0.17978	-0.32695	3.0364	1.3548	2.7754	-0.38308	3.277	2.6881	2.8537	1.2272	2.472	1.1168	2.7636	2.2902	3.0396	1.2472	1.5943	0.63536	2.2943	2.6656	2.7466	2.9825	-1.0556	2.3887	1.7412	2.5619	0.90036	3.0072	2.1305	2.9899	2.7778	3.0163	1.6584	0.032604	2.2444	3.0525	1.5671	2.3387	2.8829	3.7065	2.4945	3.363	0.85156	2.018	2.4799	2.9894	1.4177	3.2056	3.0472	1.3209	2.8287	0.84437	1.885	3.6259	1.3794	2.0194	1.8885	0.92247	1.0765	3.4868	1.49
BC016423	0.94141	3.2298	1.8665	2.896	2.6445	1.4597	1.5488	2.5663	1.345	-0.22562	0.7225	1.544	1.2661	1.0102	0.45948	2.2128	1.2525	1.8156	0.55203	3.779	2.2165	2.994	1.0886	3.2811	2.7573	2.7688	0.56185	2.542	0.85112	1.3797	1.6559	1.1762	1.8406	2.7576	3.1812	1.4521	1.3918	3.4318	0.19219	2.5932	1.4349	1.3492	1.935	0.83684	0.76014	2.9061	2.9313	3.0036	2.222	2.8706	3.0785	2.6418	2.4849	3.371	2.0016	1.5218	1.1011	0.33366	1.5606	2.6197	2.5701	1.017	1.3429	0.68018	0.5108	1.5807	2.1728	2.6308	2.8454	2.9417	2.9037	1.3939	1.3653	3.0029	2.9902	0.7811	1.712	2.5557	1.0407	2.5785	-0.33417
